"UniqueId","FullName","University","JoinYear","SubField","Bachelors","Doctorate"
"5922","Tempestt Neal","University of South Florida","2018","Artificial Intelligence","South Carolina State University","University of Florida"
"5924","Ken Christensen","University of South Florida","1995","Computer Networks","University of Florida","North Carolina State University"
"5926","Kai Shu","Illinois Institute of Technology","2020","Artificial Intelligence","Chongqing University","Arizona State University"
"5927","Yan Yan","Illinois Institute of Technology","2021","Artificial Intelligence","","University of Trento"
"5928","Yu Wang","Temple University","2019","Mobile Computing","Tsinghua University","Illinois Institute of Technology"
"5929","Xinghua Shi","Temple University","2019","Comp. Bio & Bioinformatics","Beijing Institute of Technology","University of Chicago"
"5930","Isabela M. Hidalgo","University of South Florida","2015","Programming Languages","Pontifical Catholic University of Rio de Janeiro","Pontifical Catholic University of Rio de Janeiro"
"5931","Richard Beigel","Temple University","2001","Algorithms & Complexity","Stanford University","Stanford University"
"5932","Maria Leonor Pacheco","University of Colorado Boulder","2023","Natural Language Processing","Universidad Simon Bolivar","Purdue University"
"5933","Kristen Johnson","Michigan State University","2019","Natural Language Processing","University of New Orleans","Purdue University"
"5934","Maitraye Das","Northeastern University","2023","Human-Computer Interaction","Bangladesh University of Engineering and Technology","Northwestern University"
"5935","Aditya Shekhar Nittala","University of Calgary","2022","Human-Computer Interaction","M. S. Ramaiah Institute of Technology","Saarland University"
"5936","Hanlin Li","University of Texas at Austin","2023","Human-Computer Interaction","Wuhan University","Northwestern University"
"5938","Eduard Dragut","Temple University","2013","Databases","University of Bucharest","University of Illinois at Chicago"
"5939","Lace Padilla","Northeastern University","2023","Visualization","Pacific Northwest College of Art","University of Utah"
"5940","Stephen MacNeil","Temple University","2021","Human-Computer Interaction","Purdue University","University of North Carolina at Charlotte"
"5941","Xinya Du","University of Texas at Dallas","2023","Natural Language Processing","Shanghai Jiao Tong University","Cornell University"
"5942","Jiaqi Gu","Arizona State University","2023","Embedded & Real-Time Systems","Fudan University","University of Texas at Austin"
"5943","Kate Smith","Northwestern University","2024","Computer Architecture","Southern Methodist University","Southern Methodist University"
"5944","Zoran Obradovic","Temple University","2000","Machine Learning & Data Mining","University of Belgrade","Pennsylvania State University"
"5945","Richard Souvenir","Temple University","2016","Computer Vision","Washington University in St. Louis","Washington University in St. Louis"
"5946","Jamie Payton","Temple University","2016","Mobile Computing","University of Tulsa","Washington University in St. Louis"
"5947","Jacob T. Biehl","University of Pittsburgh","2019","Human-Computer Interaction","University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign"
"5948","Chaowei Xiao","University of Wisconsin-Madison","2023","Artificial Intelligence","Tsinghua University","University of Michigan"
"5949","Alexander Ororbia","Rochester Institute of Technology","2018","Machine Learning & Data Mining","Bucknell University","Pennsylvania State University"
"5950","Stephen Melczer","University of Waterloo","2020","Algorithms & Complexity","Simon Fraser University","École normale supérieure de Lyon"
"5951","Matt Huenerfauth","Rochester Institute of Technology","2014","Human-Computer Interaction","University of Delaware","University of Pennsylvania"
"5952","Kristen Shinohara","Rochester Institute of Technology","2017","Human-Computer Interaction","University of Puget Sound","University of Washington"
"5953","Milos Gligoric","University of Texas at Austin","2015","Software Engineering","University of Belgrade","University of Illinois at Urbana-Champaign"
"5954","Ibrahim Sabek","University of Southern California","2023","Databases","Alexandria University","University of Minnesota-Twin Cities"
"5955","Jian Kang","University of Rochester","2023","Machine Learning & Data Mining","Beijing University of Posts and Telecommunications","University of Illinois at Urbana-Champaign"
"5956","Ramesh Raskar","Massachusetts Institute of Technology","2008","Artificial Intelligence","University of Pune","University of North Carolina at Chapel Hill"
"5957","Mohammad Mohammadi Amiri","Rensselaer Polytechnic Institute","2023","Machine Learning & Data Mining","Iran University of Science and Technology","Imperial College London"
"5958","Haojian Jin","University of California, San Diego","2022","Human-Computer Interaction","Huazhong University of Science and Technology","Carnegie Mellon University"
"5959","Di Wu","University of Central Florida","2023","Computer Architecture","Fudan University","University of Wisconsin-Madison"
"5960","Ziniu Hu","Rensselaer Polytechnic Institute","2024","Machine Learning & Data Mining","Peking University","University of California, Los Angeles"
"5963","Xiaorui Liu","North Carolina State University","2022","Machine Learning & Data Mining","South China University of Technology","Michigan State University"
"5965","Koustuv Saha","University of Illinois at Urbana-Champaign","2023","Human-Computer Interaction","Indian Institute of Technology Kharagpur","Georgia Institute of Technology"
"5966","Shaun Wallace","University of Rhode Island","2023","Human-Computer Interaction","University of Rhode Island","Brown University"
"5967","Sharath Chandra Guntuku","University of Pennsylvania","2020","Natural Language Processing","Birla Institute of Technology and Science","Nanyang Technological University"
"5968","Ulya Karpuzcu","University of Minnesota","2012","Computer Architecture","Istanbul Teknik Universitesi","University of Illinois at Urbana-Champaign"
"5969","James Tuck","North Carolina State University","2007","Computer Architecture","Vanderbilt University","University of Illinois at Urbana-Champaign"
"5971","Faysal Hossain Shezan","University of Texas at Arlington","2023","Computer Security","Bangladesh University of Engineering and Technology","University of Virginia"
"5972","Benjamin Lee","University of Washington","2024","Machine Learning & Data Mining","Harvard University","University of Washington"
"5973","Manling Li","Northwestern University","2024","Natural Language Processing","University of Science and Technology Beijing","University of Illinois at Urbana-Champaign"
"5974","Maia Jacobs","Northwestern University","2021","Human-Computer Interaction","University of Wisconsin-Madison","Georgia Institute of Technology"
"5975","Miklos Racz","Northwestern University","2023","Machine Learning & Data Mining","Budapest University of Technology and Economics","University of California, Berkeley"
"5976","Mitchell L. Gordon","Massachusetts Institute of Technology","2024","Human-Computer Interaction","University of Rochester","Stanford University"
"5977","Amy Ousterhout","University of California, San Diego","2022","Operating Systems","Princeton University","Massachusetts Institute of Technology"
"5978","Hyojoon Kim","University of Virginia","2023","Computer Networks","University of Wisconsin-Madison","Georgia Institute of Technology"
"5979","Afsah Anwar","University of New Mexico","2023","Computer Security","","University of Central Florida"
"5980","Yue Zhao","University of Southern California","2023","Machine Learning & Data Mining","University of Cincinnati","Carnegie Mellon University"
"5981","Guanpeng Li","University of Iowa","2020","High-Performance Computing","University of British Columbia","University of British Columbia"
"5983","Scott Emrich","University of Tennessee","2018","Comp. Bio & Bioinformatics","Loyola College","Iowa State University"
"5984","Ananth Kalyanaraman","Washington State University","2006","Comp. Bio & Bioinformatics","Visvesvaraya National Institute of Technology","Iowa State University"
"5985","Te-yen Wu","Florida State University","2023","Human-Computer Interaction","National Taipei University of Technology","Dartmouth College"
"5986","Hyoukjun Kwon","University of California, Irvine","2023","Computer Architecture","Seoul National University","Georgia Institute of Technology"
"5987","Sharifa Sultana","University of Illinois at Urbana-Champaign","2023","Human-Computer Interaction","Bangladesh University of Engineering and Technology","Cornell University"
